Energy;Tempo en  BPM;Danceability;Playlist_genre2;Valence;Track_artist;Track_popularity;Playlist_name;Track_name;Track_album_release_date;Mode;Key;Duration_minutes;Acousticness;Playlist_subgenre2
57%;859;79%;Hip-Hop;68%;Shubh;72;Desi Hip-Hop;King Shit;05/01/24;0;11;4;30%;Desi
88%;104;85%;Hip-Hop;90%;The Notorious B.I.G., Mase, Diddy;72;90s Hip-Hop;Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster;04/03/97;0;6;4;1%;90S
51%;181;51%;Hip-Hop;57%;Wu-Tang Clan;72;90s Hip-Hop;C.R.E.A.M. (Cash Rules Everything Around Me);09/11/93;0;11;4;56%;90S
75%;158;64%;Hip-Hop;24%;Yeat;72;RapCaviar;GEEK TIM√ã;18/10/24;0;1;3;1%;Modern
58%;145;71%;Hip-Hop;19%;Young Stoner Life, Young Thug, Meek Mill, T-Shyne;72;Trap;That Go! (feat. T-Shyne);16/04/21;1;1;4;1%;Trap
83%;108;65%;Hip-Hop;42%;50 Cent;71;Gangster Rap;Many Men (Wish Death);06/02/03;0;6;4;2%;Gangster
73%;929;86%;Hip-Hop;18%;AP Dhillon;71;Desi Hip-Hop;Old Money;09/08/24;0;4;2;14%;Desi
80%;128;84%;Hip-Hop;37%;BigXthaPlug;71;RapCaviar;Leave Me Alone;11/10/24;1;7;2;3%;Modern
82%;940;57%;Hip-Hop;68%;Diplo, Trippie Redd;71;Melodic Rap;Wish (feat. Trippie Redd) - Trippie Mix;10/08/18;1;9;3;23%;Melodic
71%;969;71%;Hip-Hop;63%;Duki, YSY A;71;Trap;Un Dia Mas;31/10/24;0;10;3;40%;Trap
54%;143;63%;Hip-Hop;54%;Lil Peep, Lil Tracy;71;Melodic Rap;witchblades;07/02/17;1;8;2;2%;Melodic
58%;120;88%;Hip-Hop;67%;Lil Tjay, Offset, Moneybagg Yo;71;Gangster Rap;Run It Up (feat. Offset & Moneybagg Yo);02/04/21;1;6;4;42%;Gangster
73%;142;55%;Hip-Hop;61%;Pop Smoke;71;Gangster Rap;Invincible;07/02/20;0;11;2;13%;Gangster
60%;135;74%;Hip-Hop;43%;Revol, Ozuna, Cosculluela, Arci°ngel, Brytiago;71;Trap;Me Ama Me Odia;01/09/16;0;6;5;23%;Trap
43%;940;88%;Hip-Hop;25%;Shubh;71;Desi Hip-Hop;Still Rollin;19/05/23;0;6;3;18%;Desi
63%;105;65%;Hip-Hop;14%;Travis Scott, Justin Bieber, Young Thug;71;Melodic Rap;Maria I'm Drunk (feat. Justin Bieber & Young Thug);04/09/15;0;4;6;38%;Melodic
68%;144;85%;Hip-Hop;69%;Central Cee;70;Gangster Rap;Loading;12/03/21;0;3;3;73%;Gangster
78%;134;72%;Hip-Hop;72%;Central Cee, JRK 19;70;French Rap Classics;Bolide Noir;22/08/24;0;1;3;29%;French
61%;102;90%;Hip-Hop;77%;Cypress Hill;70;90s Hip-Hop;Insane in the Brain;20/07/93;1;11;3;3%;90S
73%;150;48%;Hip-Hop;23%;DJ Khaled, Lil Baby, Lil Durk;70;Gangster Rap;EVERY CHANCE I GET (feat. Lil Baby & Lil Durk);30/04/21;1;2;4;0%;Gangster
66%;151;75%;Hip-Hop;39%;Future, Lil Uzi Vert;70;Gangster Rap;Drankin N Smokin;13/11/20;1;0;4;4%;Gangster
66%;150;71%;Hip-Hop;44%;Juice WRLD;70;Melodic Rap;Flaws And Sins;08/03/19;1;8;4;1%;Melodic
63%;841;48%;Hip-Hop;52%;Kanye West;70;Chill Hop;Good Morning;11/09/07;1;7;3;8%;Chill
80%;866;51%;Hip-Hop;48%;Karan Aujla;70;Desi Hip-Hop;Sifar Safar;18/10/24;1;2;3;1%;Desi
75%;139;83%;Hip-Hop;66%;Karan Aujla;70;Desi Hip-Hop;On Top;25/11/22;0;10;3;2%;Desi
41%;172;72%;Hip-Hop;50%;KayBlack, Wall Hein, AMUSIK;70;Trap;Maturidade;08/09/22;0;2;2;51%;Trap
95%;150;80%;Hip-Hop;75%;Key Glock;70;Gangster Rap;Mr. Glock;31/01/20;1;7;2;0%;Gangster
53%;750;78%;Hip-Hop;47%;Latto;70;RapCaviar;Brokey;09/08/24;1;1;4;4%;Modern
64%;111;65%;Hip-Hop;19%;Lil Baby;70;RapCaviar;Insecurities;15/11/24;1;2;2;1%;Modern
56%;779;86%;Hip-Hop;48%;Lil Baby;70;Gangster Rap;On Me;04/12/20;0;6;2;0%;Gangster
54%;135;93%;Hip-Hop;56%;Lil Baby, 42 Dugg;70;Trap;We Paid (feat. 42 Dugg);01/05/20;1;1;3;14%;Trap
77%;160;72%;Hip-Hop;52%;Lil Skies;70;Melodic Rap;Lust;12/12/17;1;9;3;14%;Melodic
59%;114;71%;Hip-Hop;47%;Lil Tecca;70;Melodic Rap;Down With Me;19/01/24;0;9;2;11%;Melodic
55%;138;92%;Hip-Hop;61%;Lil Yachty;70;Gangster Rap;Coffin;27/11/20;0;6;15;2%;Gangster
51%;157;66%;Hip-Hop;55%;Lil Yachty, Veeze;70;RapCaviar;Sorry Not Sorry;16/08/24;1;1;2;25%;Modern
93%;109;62%;Hip-Hop;23%;Matu;70;Trap;Castlevania;09/09/24;0;9;4;2%;Trap
67%;127;93%;Hip-Hop;17%;Migos, Lil Uzi Vert;70;Trap;Bad and Boujee (feat. Lil Uzi Vert);27/01/17;1;11;6;6%;Trap
91%;840;67%;Hip-Hop;89%;Nas;70;90s Hip-Hop;N.Y. State of Mind;19/04/94;0;6;5;4%;90S
63%;121;77%;Hip-Hop;43%;Offset, Travis Scott;70;Gangster Rap;SAY MY GRACE (feat. Travis Scott);13/10/23;1;10;3;6%;Gangster
73%;970;92%;Hip-Hop;61%;Outkast;70;90s Hip-Hop;ATLiens;27/08/96;0;11;4;3%;90S
73%;970;92%;Hip-Hop;61%;Outkast;70;Chill Hop;ATLiens;27/08/96;0;11;4;3%;Chill
57%;880;74%;Hip-Hop;64%;Shubh;70;Desi Hip-Hop;MVP;10/05/24;0;7;3;39%;Desi
63%;129;81%;Hip-Hop;13%;Trap Capos, Noriel, Anuel AA, Baby Rasta;70;Trap;Diablita (feat. Anuel AA & Baby Rasta);07/10/16;1;8;4;41%;Trap
75%;115;75%;Hip-Hop;50%;Trap Capos, Noriel, Bad Bunny, Almighty;70;Trap;Amigos y Enemigos (feat. Bad Bunny & Almighty) - Remix;06/02/17;1;6;5;29%;Trap
48%;133;93%;Hip-Hop;75%;WIU, Teto;70;Trap;Problemas de um Milionario;10/04/24;1;2;2;36%;Trap
58%;841;56%;Hip-Hop;58%;XXXTENTACION, Joey Bada$$;70;Chill Hop;infinity (888) - feat. Joey Bada$$;16/03/18;0;10;3;27%;Chill
68%;114;88%;Hip-Hop;32%;BigXthaPlug;69;RapCaviar;2AM;11/10/24;1;8;3;4%;Modern
67%;140;92%;Hip-Hop;73%;Dave, Central Cee;69;UK Drill;UK Rap;04/06/23;1;1;3;32%;Drill
51%;115;85%;Hip-Hop;59%;Don Toliver, Travis Scott;69;Chill Hop;Embarrassed (feat. Travis Scott);28/02/23;0;4;3;38%;Chill
74%;101;93%;Hip-Hop;77%;Ice Cube, Das EFX;69;90s Hip-Hop;Check Yo Self - Remix;22/11/94;1;1;5;3%;90S
68%;143;59%;Hip-Hop;47%;JACKBOYS, Pop Smoke, Travis Scott;69;Gangster Rap;GATTI;27/12/19;1;2;3;14%;Gangster
77%;130;87%;Hip-Hop;55%;Key Glock;69;Gangster Rap;Russian Cream;02/02/18;0;11;2;11%;Gangster
54%;119;69%;Hip-Hop;35%;Lary Over, Anuel, Bryant Myers, Almighty, Brytiago;69;Trap;Tu Me Enamoraste - Remix;02/04/16;1;8;6;25%;Trap
40%;769;79%;Hip-Hop;13%;Lil Baby, Gunna;69;Gangster Rap;Ready (feat. Gunna);30/11/18;1;1;4;28%;Gangster
57%;142;79%;Hip-Hop;73%;Lil Durk, J. Cole;69;Gangster Rap;All My Life (feat. J. Cole);12/05/23;1;3;4;4%;Gangster
70%;125;87%;Hip-Hop;68%;Lil Loaded;69;Gangster Rap;6locc 6a6y;06/12/19;1;5;2;30%;Gangster
40%;106;61%;Hip-Hop;9%;Luh Tyler, BossMan Dlow;69;RapCaviar;2 Slippery (feat. BossMan Dlow);22/08/24;1;1;3;3%;Modern
33%;141;89%;Hip-Hop;42%;Nemzzz;69;UK Drill;2MS;24/02/22;1;1;2;2%;Drill
82%;165;51%;Hip-Hop;77%;Night Skinny, Nerissima Serpe, Papa V;69;Trap;Tessera sanitaria (feat. Nerissima Serpe & Papa V);10/10/24;1;1;3;14%;Trap
36%;115;97%;Hip-Hop;63%;Shubh;69;Desi Hip-Hop;Dior;19/05/23;0;5;2;51%;Desi
48%;104;68%;Hip-Hop;39%;Tee Grizzley, J. Cole;69;RapCaviar;Blow for Blow (feat. J. Cole);27/09/24;1;1;4;7%;Modern
70%;120;74%;Hip-Hop;41%;Trap Capos, Noriel, Bad Bunny, Arci°ngel;69;Trap;De las 2 (feat. Bad Bunny & Arc√°ngel);13/04/18;0;8;4;71%;Trap
54%;841;77%;Hip-Hop;32%;2Pac;68;90s Hip-Hop;Dear Mama;14/03/95;1;6;5;37%;90S
73%;172;60%;Hip-Hop;60%;2Pac;68;90s Hip-Hop;Keep Ya Head Up;16/02/93;1;4;4;14%;90S
63%;123;85%;Hip-Hop;25%;41, Kyle Richh, Jenn Carter, TaTa;68;Gangster Rap;Bent (with Kyle Richh, Jenn Carter & TaTa);17/11/23;1;2;3;40%;Gangster
67%;966;85%;Hip-Hop;74%;A Tribe Called Quest;68;90s Hip-Hop;Can I Kick It?;17/04/90;1;0;4;17%;90S
59%;124;81%;Hip-Hop;57%;Arcangel, Bad Bunny;68;Trap;Me Acostumbre (feat. Bad Bunny);11/04/17;0;10;4;64%;Trap
83%;139;65%;Hip-Hop;65%;BabyChiefDoit;68;RapCaviar;The Viper;20/09/24;0;10;3;1%;Modern
87%;131;90%;Hip-Hop;80%;BigXthaPlug;68;RapCaviar;The Largest;09/08/24;0;10;2;7%;Modern
63%;140;52%;Hip-Hop;21%;Bryant Myers, Bad Bunny;68;Trap;Un Ratito Mas;05/06/17;1;1;5;16%;Trap
61%;175;66%;Hip-Hop;38%;Dhanda Nyoliwala;68;Desi Hip-Hop;Knife Brows;19/10/24;1;9;3;34%;Desi
50%;137;85%;Hip-Hop;8%;Drake;68;Gangster Rap;Sticky;17/06/22;1;6;4;9%;Gangster
67%;147;61%;Hip-Hop;32%;Filipe Ret, Dallass, Hunter;68;Trap;Deus Perdoa;21/03/23;0;4;2;40%;Trap
69%;879;70%;Hip-Hop;57%;Gazo, Tiakola;68;French Rap Classics;MAMI WATA;01/12/23;0;5;4;14%;French
28%;138;90%;Hip-Hop;47%;J. Cole;68;Chill Hop;Neighbors;09/12/16;0;6;4;32%;Chill
64%;948;81%;Hip-Hop;61%;Joey Bada$$;68;Chill Hop;Righteous Minds;12/06/12;0;8;4;26%;Chill
65%;176;60%;Hip-Hop;64%;Joey Bada$$;68;Chill Hop;Show Me;22/07/22;1;6;4;22%;Chill
39%;129;69%;Hip-Hop;19%;KHEA, Omar Varela, Asan;68;Trap;C√≥mo Le Digo;10/04/18;1;0;4;18%;Trap
48%;143;85%;Hip-Hop;42%;Lil Durk, Lil Baby, Polo G;68;Gangster Rap;3 Headed Goat (feat. Lil Baby & Polo G);08/05/20;0;8;3;27%;Gangster
55%;124;63%;Hip-Hop;15%;Lil Uzi Vert;68;Melodic Rap;Conceited;01/11/24;1;0;3;15%;Melodic
70%;948;81%;Hip-Hop;24%;Mobb Deep;68;90s Hip-Hop;Survival of the Fittest;25/04/95;0;11;4;13%;90S
35%;775;82%;Hip-Hop;35%;Polo G;68;Gangster Rap;Neva Cared;11/03/18;0;1;3;2%;Gangster
62%;997;49%;Hip-Hop;29%;Pop Smoke, 50 Cent, Roddy Ricch;68;Gangster Rap;The Woo (feat. 50 Cent & Roddy Ricch);03/07/20;1;1;3;2%;Gangster
44%;135;94%;Hip-Hop;93%;Saintie;68;Chill Hop;Champagne Shots;06/01/21;1;11;2;49%;Chill
70%;180;71%;Hip-Hop;67%;Shubh, Ikky;68;Desi Hip-Hop;Baller;09/09/22;1;5;2;0%;Desi
68%;100;77%;Hip-Hop;48%;Sukha, Chani Nattan, Prodgk, Gurlez Akhtar;68;Desi Hip-Hop;8 ASLE;17/11/23;0;10;3;10%;Desi
59%;119;88%;Hip-Hop;72%;Teto, Matui™;68;Trap;M4;20/01/21;0;8;3;8%;Trap
60%;493;58%;Hip-Hop;69%;The Alchemist, Boldy James;68;Chill Hop;Ocean Prime (feat. Boldy James);30/08/19;1;2;17;74%;Chill
75%;119;87%;Indian;83%;Avvy Sra, Karan Aujla, Jaani;73;Bhangra Bangers;White Brown Black;09/12/22;0;1;3;29%;Bhangra
47%;135;48%;Indian;32%;Pritam, Arijit Singh;73;Bollywood Butter;Shayad;14/02/20;1;8;4;78%;Bollywood
88%;133;74%;Indian;94%;Akon, Hamsika Iyer;72;Bollywood Workout;Chammak Challo;16/09/11;0;0;4;7%;Workout
48%;124;53%;Indian;29%;Pritam, Arijit Singh;71;Bollywood Butter;Khairiyat;31/08/19;0;0;5;70%;Bollywood
52%;122;56%;Indian;42%;Alka Yagnik, Arijit Singh;70;Bollywood Butter;Agar Tum Saath Ho;16/10/15;1;3;6;56%;Bollywood
82%;172;77%;Indian;49%;Badshah, Diljit Dosanjh, Aastha Gill;70;Bollywood Workout;Proper Patola;03/10/18;0;1;3;49%;Workout
63%;810;72%;Indian;51%;Tanishk Bagchi, Jubin Nautiyal, Asees Kaur;70;Bollywood Butter;"Raataan Lambiyan (From ""Shershaah"")";30/07/21;1;10;4;62%;Bollywood
61%;100;85%;Indian;42%;AP Dhillon, Gminxr, Gurinder Gill, Shinda Kahlon;68;Bhangra Bangers;Brown Munde;18/09/20;0;8;4;22%;Bhangra
57%;829;60%;Indian;24%;Jasleen Royal, B Praak, Romy, Anvita Dutt;68;Bollywood Butter;"Ranjha (From ""Shershaah"")";05/08/21;1;1;4;48%;Bollywood
87%;979;62%;Indie;87%;Tame Impala;79;Australian Indie;Borderline;14/02/20;0;5;4;4%;Australian
92%;168;60%;Indie;61%;Royel Otis;76;Australian Indie;Oysters In My Pocket;10/03/22;0;6;3;2%;Australian
53%;102;86%;Indie;74%;Parcels;71;Australian Indie;Tieduprightnow;27/04/18;0;5;4;29%;Australian
66%;118;73%;Indie;66%;Tame Impala;68;Australian Indie;Is It True;14/02/20;1;0;4;0%;Australian
82%;157;85%;J-Pop;75%;Creepy Nuts;80;Anime Hits;Bling-Bang-Bang-Born;07/01/24;0;6;3;8%;Anime
79%;149;53%;J-Pop;78%;Mrs. GREEN APPLE;77;Anime Hits;„É©„Ç§„É©„ÉÉ„ÇØ;11/04/24;1;10;5;2%;Anime
91%;141;55%;J-Pop;74%;Yuuri;73;Anime Hits;„Ç´„Éº„ÉÜ„É≥„Ç≥„Éº„É´;19/07/24;1;5;4;10%;Anime
94%;101;58%;J-Pop;29%;Kenshi Yonezu;72;Anime Hits;KICK BACK;12/10/22;1;1;3;0%;Anime
94%;166;57%;J-Pop;84%;YOASOBI;72;Anime Hits;„Ç¢„Ç§„Éâ„É´;12/04/23;1;1;4;11%;Anime
81%;139;69%;J-Pop;94%;OneRepublic;69;Anime Hits;Nobody - from Kaiju No. 8;12/04/24;1;5;3;40%;Anime
81%;115;58%;J-Pop;17%;YUNGBLUD;68;Anime Hits;Abyss - from Kaiju No. 8;19/01/24;1;1;2;1%;Anime
18%;136;35%;Jazz;18%;Nat King Cole;69;Jazz Classics;Unforgettable;01/01/54;1;5;3;92%;Classic
63%;140;67%;K-Pop;57%;LISA;83;K-Pop Daebak;Rockstar;27/06/24;1;8;2;13%;Modern
87%;131;64%;K-Pop;38%;aespa;78;K-Pop Daebak;Drama;10/11/23;0;6;4;16%;Modern
73%;140;77%;K-Pop;46%;BABYMONSTER;78;K-Pop Daebak;SHEESH;01/04/24;1;2;3;11%;Modern
90%;124;80%;K-Pop;76%;NewJeans;78;K-Pop Daebak;How Sweet;24/05/24;1;1;4;8%;Modern
78%;108;88%;K-Pop;91%;ZICO, JENNIE;78;K-Pop Daebak;SPOT!;26/04/24;0;5;3;15%;Modern
50%;101;87%;K-Pop;76%;BABYMONSTER;75;K-Pop Daebak;LIKE THAT;01/04/24;0;11;3;32%;Modern
79%;919;70%;K-Pop;47%;aespa;74;K-Pop Daebak;Armageddon;27/05/24;1;9;3;7%;Modern
93%;105;68%;K-Pop;86%;NAYEON;73;K-Pop Daebak;ABCD;14/06/24;0;3;3;4%;Modern
75%;120;75%;K-Pop;36%;aespa;72;K-Pop Daebak;Supernova;27/05/24;0;11;3;1%;Modern
60%;170;77%;K-Pop;88%;Lee Young Ji, D.O.;72;K-Pop Daebak;Small girl (feat. D.O.);21/06/24;1;1;3;53%;Modern
77%;109;80%;K-Pop;38%;NCT DREAM;69;K-Pop Daebak;Smoothie;25/03/24;1;1;3;1%;Modern
55%;113;75%;Korean;65%;Stevie Wonder;74;K-Drama OSTs;I Just Called To Say I Love You;23/11/99;1;1;4;24%;Drama
61%;136;55%;Korean;35%;George Benson;71;K-Drama OSTs;Nothing's Gonna Change My Love for You;15/01/85;1;1;4;76%;Drama
51%;133;47%;Korean;22%;ECLIPSE;70;K-Drama OSTs;Sudden Shower;08/04/24;1;0;4;59%;Drama
53%;124;56%;Korean;20%;CHANYEOL, Punch;69;K-Drama OSTs;Stay With Me;03/12/16;0;0;3;43%;Drama
33%;134;46%;Korean;21%;Crush;69;K-Drama OSTs;Love You With All My Heart;24/03/24;1;4;4;76%;Drama
38%;139;44%;Korean;18%;V;69;K-Drama OSTs;Christmas Tree;24/12/21;1;5;3;70%;Drama
56%;114;82%;Korean;48%;YEONJUN;69;K-Drama OSTs;Boyfriend;01/09/24;1;5;3;11%;Drama
76%;130;51%;Korean;50%;Jung Kook;68;K-Drama OSTs;Stay Alive (Prod. SUGA of BTS);11/02/22;0;2;4;30%;Drama
67%;128;92%;Latin;79%;KAROL G;93;Viva Latino;Si Antes Te Hubiera Conocido;21/06/24;1;11;3;45%;Modern
67%;128;92%;Latin;79%;KAROL G;93;Reggaeton Hits;Si Antes Te Hubiera Conocido;21/06/24;1;11;3;45%;Reggaeton
65%;112;69%;Latin;47%;Oscar Maydon, Fuerza Regida;93;Viva Latino;Tu Boda;26/09/24;1;6;4;50%;Modern
68%;155;56%;Latin;39%;Omar Courtz, De La Rose;89;Viva Latino;Q U E V A S H A C E R H O Y ?;20/09/24;0;6;4;10%;Modern
69%;120;72%;Latin;94%;Tito Double P;89;Viva Latino;EL LOKERON;22/08/24;0;7;2;57%;Modern
86%;100;77%;Latin;45%;Feid, ATL Jacob;88;Reggaeton Hits;LUNA;01/12/23;0;7;3;13%;Reggaeton
48%;100;69%;Latin;36%;Fuerza Regida;88;Viva Latino;NEL;25/07/24;0;7;2;52%;Modern
48%;100;69%;Latin;36%;Fuerza Regida;88;Reggaeton Hits;NEL;25/07/24;0;7;2;52%;Reggaeton
51%;109;75%;Latin;93%;Tito Double P, Peso Pluma;88;Viva Latino;DOS D√çAS;22/08/24;1;1;3;78%;Modern
50%;999;79%;Latin;67%;FloyyMenor, Cris Mj;87;Reggaeton Hits;Gata Only;02/02/24;0;8;4;45%;Reggaeton
58%;999;81%;Latin;53%;Cris Mj, FloyyMenor, LOUKI;86;Viva Latino;Despu√©s De La 1;12/09/24;0;6;3;3%;Modern
78%;103;71%;Latin;45%;Kapo;86;Viva Latino;UWAIE;15/08/24;0;9;3;14%;Modern
75%;100;84%;Latin;67%;Shakira;86;Viva Latino;Soltera;25/09/24;1;2;4;17%;Modern
63%;100;76%;Latin;78%;Cris Mj;85;Reggaeton Hits;SI NO ES CONTIGO;23/05/24;0;5;3;9%;Reggaeton
36%;169;53%;Latin;66%;Julii≥n iÅlvarez y su Nortei±o Banda;85;Viva Latino;Rey Sin Reina;05/09/24;1;3;3;29%;Modern
76%;148;67%;Latin;73%;Tito Double P, Grupo Frontera;85;Viva Latino;AY MAM√Å;22/08/24;0;4;3;37%;Modern
78%;960;91%;Latin;35%;Bad Bunny, Feid;84;Chill Spanish Vibes;PERRO NEGRO;13/10/23;1;5;3;9%;Chill
78%;960;91%;Latin;35%;Bad Bunny, Feid;84;Reggaeton Hits;PERRO NEGRO;13/10/23;1;5;3;9%;Reggaeton
54%;975;72%;Latin;36%;Junior H;84;Viva Latino;PI√âNSALO;05/10/23;0;2;4;45%;Modern
71%;919;85%;Latin;69%;KAROL G, Feid, DFZM, Ovy On The Drums, J Balvin, Maluma, Ryan Castro, Blessd;84;Viva Latino;57;08/11/24;0;1;5;22%;Modern
71%;919;85%;Latin;69%;KAROL G, Feid, DFZM, Ovy On The Drums, J Balvin, Maluma, Ryan Castro, Blessd;84;Reggaeton Hits;57;08/11/24;0;1;5;22%;Reggaeton
71%;820;79%;Latin;69%;Maisak, Feid;84;Viva Latino;SE ME OLVIDA;23/08/24;0;7;4;4%;Modern
52%;100;76%;Latin;80%;FloyyMenor;83;Reggaeton Hits;PELIGROSA;09/08/24;0;6;2;22%;Reggaeton
74%;169;84%;Latin;48%;KAROL G, Peso Pluma;83;Reggaeton Hits;QLONA;10/08/23;0;7;3;52%;Reggaeton
58%;115;67%;Latin;27%;Victor Mendivil, Oscar Maydon;83;Reggaeton Hits;Mejores Jordans;30/07/24;1;1;4;60%;Reggaeton
72%;101;56%;Latin;68%;Duki, Myke Towers;82;Viva Latino;Nueva Era;31/10/24;1;0;4;27%;Modern
64%;833;46%;Latin;34%;Future, Drake, Tems;82;Afro-Latin Party;WAIT FOR U (feat. Drake & Tems);29/04/22;1;1;3;31%;Afro-Latin
83%;985;74%;Latin;72%;Grupo Frontera;82;Viva Latino;Hecha Pa' M√≠;03/10/24;1;8;3;9%;Modern
65%;176;76%;Latin;43%;J Balvin, Bad Bunny;82;Reggaeton Hits;LA CANCI√ìN;28/06/19;1;7;4;15%;Reggaeton
70%;175;73%;Latin;79%;Maluma;82;Reggaeton Hits;Borro Cassette;30/10/15;0;5;3;13%;Reggaeton
74%;919;71%;Latin;61%;Myke Towers;82;Reggaeton Hits;LALA;23/03/23;1;1;3;7%;Reggaeton
56%;105;83%;Latin;34%;Rauw Alejandro, Bad Bunny;82;Viva Latino;Qu√© Pasar√≠a...;15/11/24;0;4;3;53%;Modern
58%;199;73%;Latin;88%;W Sound, Blessd, Ovy On The Drums;82;Viva Latino;Soltera - W Sound 01;06/08/24;1;1;2;16%;Modern
71%;920;91%;Latin;43%;Bad Bunny, Chencho Corleone;81;Reggaeton Hits;Me Porto Bonito;06/05/22;0;1;3;9%;Reggaeton
83%;139;78%;Latin;92%;Clave Especial, Luis R Conriquez;81;Viva Latino;No Son Doritos;23/08/24;0;3;3;54%;Modern
44%;100;78%;Latin;84%;FloyyMenor;81;Viva Latino;PELIGROSA;12/07/24;0;6;2;32%;Modern
52%;839;65%;Latin;55%;Kali Uchis;81;Chill Spanish Vibes;telepat√≠a;04/12/20;0;11;3;11%;Chill
80%;949;85%;Latin;68%;Rauw Alejandro;81;Reggaeton Hits;DILUVIO;07/07/23;0;9;3;34%;Reggaeton
69%;799;65%;Latin;27%;Bad Bunny, Bomba Estereo;80;Chill Spanish Vibes;Ojitos Lindos;06/05/22;0;3;4;8%;Chill
78%;128;62%;Latin;55%;Bizarrap, Quevedo;80;Chill Spanish Vibes;Quevedo: Bzrp Music Sessions, Vol. 52;06/07/22;1;2;3;1%;Chill
63%;111;71%;Latin;29%;Clarent, Mora;80;Viva Latino;IA;17/10/24;0;0;3;66%;Modern
46%;795;37%;Latin;30%;HUMBE;80;Viva Latino;KINTSUGI;26/09/24;0;4;4;86%;Modern
42%;982;54%;Latin;52%;ii±igo quintero;80;Chill Spanish Vibes;Si No Est√°s;23/09/22;1;5;3;83%;Chill
48%;980;80%;Latin;23%;Bad Bunny;79;Reggaeton Hits;Efecto;06/05/22;0;7;4;14%;Reggaeton
72%;106;65%;Latin;19%;Bad Bunny;79;Reggaeton Hits;Tit√≠ Me Pregunt√≥;06/05/22;0;5;4;10%;Reggaeton
67%;999;80%;Latin;29%;Bad Bunny;79;Reggaeton Hits;Moscow Mule;06/05/22;0;5;4;29%;Reggaeton
68%;100;75%;Latin;62%;Beiele;79;Viva Latino;Frente al Mar;26/09/24;1;10;3;17%;Modern
61%;119;66%;Latin;47%;Chino Pacas;79;Viva Latino;Morena Canela;18/10/24;1;10;3;11%;Modern
67%;100;86%;Latin;66%;Feid, Young Miko;79;Chill Spanish Vibes;CLASSY 101;01/12/23;1;11;3;13%;Chill
67%;100;86%;Latin;66%;Feid, Young Miko;79;Reggaeton Hits;CLASSY 101;01/12/23;1;11;3;13%;Reggaeton
71%;194;74%;Latin;71%;Myke Towers, benny blanco;79;Viva Latino;DEGENERE üëë (feat. benny blanco);16/10/24;0;6;2;5%;Modern
71%;999;73%;Latin;65%;Rvssian, Rauw Alejandro, Ayra Starr;79;Reggaeton Hits;Santa;04/04/24;0;3;3;32%;Reggaeton
16%;184;46%;Latin;48%;Yami Safdie, Lasso;79;Viva Latino;En Otra Vida;10/10/24;1;0;3;93%;Modern
48%;169;81%;Latin;56%;Yng Lvcas, Peso Pluma;79;Reggaeton Hits;La Bebe - Remix;17/03/23;0;2;4;21%;Reggaeton
52%;110;75%;Latin;60%;Marc Segui≠, Rauw Alejandro, Pol Granch;78;Chill Spanish Vibes;Tiroteo - Remix;01/04/21;1;9;5;28%;Chill
79%;919;76%;Latin;46%;Mora, Feid;78;Chill Spanish Vibes;LA INOCENTE;01/04/22;0;5;3;31%;Chill
79%;919;76%;Latin;46%;Mora, Feid;78;Reggaeton Hits;LA INOCENTE;01/04/22;0;5;3;31%;Reggaeton
63%;155;69%;Latin;47%;Rauw Alejandro, Romeo Santos;78;Viva Latino;Kh√©?;15/11/24;1;7;3;33%;Modern
86%;919;82%;Latin;87%;Tego Calderi≥n;78;Reggaeton Hits;Pa' Que Retozen;01/07/03;0;1;3;40%;Reggaeton
62%;139;79%;Latin;13%;Bad Bunny;77;Reggaeton Hits;MONACO;13/10/23;0;4;4;15%;Reggaeton
82%;124;75%;Latin;79%;Calle 24, Chuyin;77;Viva Latino;NO PIERDO LA VIDA;06/09/24;0;7;3;18%;Modern
87%;128;82%;Latin;94%;Emilia;77;Viva Latino;noviogangsta <3;12/10/24;0;11;3;25%;Modern
85%;117;79%;Latin;52%;Myke Towers, Bad Bunny;77;Reggaeton Hits;ADIVINO;25/04/24;0;10;5;17%;Reggaeton
69%;151;84%;Latin;74%;Bad Bunny;76;Chill Spanish Vibes;Un Coco;06/05/22;1;11;3;21%;Chill
68%;114;80%;Latin;42%;Bad Bunny, JHAYCO;76;Reggaeton Hits;Tarot;06/05/22;0;11;4;2%;Reggaeton
86%;939;74%;Latin;66%;Daddy Yankee, Snow;76;Reggaeton Hits;Con Calma;24/01/19;0;8;3;11%;Reggaeton
67%;920;45%;Latin;27%;Danny Ocean;76;Chill Spanish Vibes;Fuera del mercado;17/02/22;1;8;3;32%;Chill
74%;101;78%;Latin;45%;Danny Ocean, Kapo;76;Viva Latino;Imag√≠nate;07/11/24;1;11;3;13%;Modern
77%;130;76%;Latin;44%;Farruko;76;Reggaeton Hits;Pepas;24/06/21;1;7;5;1%;Reggaeton
50%;100;70%;Latin;48%;FloyyMenor, Lewis Somes;76;Reggaeton Hits;APAGA EL CEL;09/08/24;0;9;3;27%;Reggaeton
51%;999;76%;Latin;61%;FloyyMenor, Lewis Somes;76;Reggaeton Hits;TU TA RICA;09/08/24;0;3;2;29%;Reggaeton
42%;124;57%;Latin;69%;Libianca;76;Afro-Latin Party;People;06/12/22;0;10;3;55%;Afro-Latin
